filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
common_voice_bsk_42029494.wav,My feet got too cold.,It made my feet really cold.,my feet got too cold,it made my feet really cold,80.0,75.0
common_voice_bsk_42029504.wav,She works daily.,She works daily.,she works daily,she works daily,0.0,0.0
common_voice_bsk_42029524.wav,Is your body feeling well now?,Is your body okay?,is your body feeling well now,is your body okay,50.0,55.17
common_voice_bsk_42029535.wav,The place of these mountains is like a place in a story.,It is like the story of the mountain man and the story of the woman.,the place of these mountains is like a place in a story,it is like the story of the mountain man and the story of the woman,108.33,80.0
common_voice_bsk_42029536.wav,Warm your feet and hands near fire.,Warm your feet and hands by the fire.,warm your feet and hands near fire,warm your feet and hands by the fire,28.57,17.65
common_voice_bsk_42029719.wav,Are you going home?,Are you going home?,are you going home,are you going home,0.0,0.0
common_voice_bsk_42042454.wav,The book is on the table,The book is on the table,the book is on the table,the book is on the table,0.0,0.0
common_voice_bsk_42042499.wav,Who is that girl?,Who is that girl?,who is that girl,who is that girl,0.0,0.0
common_voice_bsk_42042502.wav,"Hearing this, the bird was startled","When it was said, the bird felt disgusted",hearing this the bird was startled,when it was said the bird felt disgusted,100.0,61.76
common_voice_bsk_42042503.wav,My name is zeboon,My name is Zibon,my name is zeboon,my name is zibon,25.0,11.76
common_voice_bsk_42042505.wav,I felt really cold,I felt very cold,i felt really cold,i felt very cold,25.0,22.22
common_voice_bsk_42045006.wav,I have come from very far away,I came from very far away,i have come from very far away,i came from very far away,28.57,20.0
common_voice_bsk_42045037.wav,My friends were all together,All my friends were together.,my friends were all together,all my friends were together,40.0,28.57
common_voice_bsk_42045041.wav,I can see you,I can see you.,i can see you,i can see you,0.0,0.0
common_voice_bsk_42045070.wav,Who are you?,Who are you?,who are you,who are you,0.0,0.0
common_voice_bsk_42045095.wav,The child got sick,The bird got sick,the child got sick,the bird got sick,25.0,16.67
common_voice_bsk_42045107.wav,The whole area felt strange,The whole country became something.,the whole area felt strange,the whole country became something,60.0,66.67
common_voice_bsk_42045121.wav,I have one rupee,I have one rupee,i have one rupee,i have one rupee,0.0,0.0
common_voice_bsk_42045122.wav,I drink alcohol every day,I drink alcohol everyday,i drink alcohol every day,i drink alcohol everyday,40.0,4.0
common_voice_bsk_42045138.wav,The day on which he was killed and the day on which it is celebrated is Thumashalin,"The day he killed, the day which no one saw, is called Thumshaling",the day on which he was killed and the day on which it is celebrated is thumashalin,the day he killed the day which no one saw is called thumshaling,58.82,48.19
common_voice_bsk_42045147.wav,My throat is hurting,My throat started hurting,my throat is hurting,my throat started hurting,25.0,35.0
common_voice_bsk_42045154.wav,I will make the boy warm,I will warm up the boy,i will make the boy warm,i will warm up the boy,50.0,45.83
common_voice_bsk_42045155.wav,I looked at the sea,I looked at the sea,i looked at the sea,i looked at the sea,0.0,0.0
common_voice_bsk_42045187.wav,What happened to you,What happened to you?,what happened to you,what happened to you,0.0,0.0
common_voice_bsk_42045200.wav,The car hit a tree,The card was taken.,the car hit a tree,the card was taken,80.0,50.0
common_voice_bsk_42045218.wav,There is a sheep,There is one sheep,there is a sheep,there is one sheep,25.0,18.75
common_voice_bsk_42045223.wav,He was diamond below his tummy,Below the belly he was gold,he was diamond below his tummy,below the belly he was gold,100.0,76.67
common_voice_bsk_42045225.wav,Who is it?,Who is it?,who is it,who is it,0.0,0.0
common_voice_bsk_42045245.wav,We saw our friends when we were in Karachi,"In Karachi, we saw our friends",we saw our friends when we were in karachi,in karachi we saw our friends,77.78,76.19
common_voice_bsk_42045257.wav,I put her to sleep,I put her (not here),i put her to sleep,i put her not here,40.0,33.33
common_voice_bsk_42045267.wav,I am awake,I am awake,i am awake,i am awake,0.0,0.0
common_voice_bsk_42045270.wav,Grandfather told grandmother that his son was going to be born on the day of Ashura and that his name should be Ashurjan,"The old man said to the old lady that on the day of Ashura, a son will be born, and his name should be kept Ashur Jan",grandfather told grandmother that his son was going to be born on the day of ashura and that his name should be ashurjan,the old man said to the old lady that on the day of ashura a son will be born and his name should be kept ashur jan,86.96,55.0
common_voice_bsk_42045273.wav,The plane flew/flies,The aeroplane has flown. It is flying.,the plane flewflies,the aeroplane has flown it is flying,200.0,105.26
common_voice_bsk_42045274.wav,What do you like to eat?,What do you like to eat?,what do you like to eat,what do you like to eat,0.0,0.0
common_voice_bsk_42045284.wav,I am sick,I am ill,i am sick,i am ill,33.33,33.33
common_voice_bsk_42045297.wav,Hello! Who is this?,Hello! Who is this?,hello who is this,hello who is this,0.0,0.0
common_voice_bsk_42045302.wav,You are my sweet heart,You are sweetheart,you are my sweet heart,you are sweetheart,60.0,18.18
common_voice_bsk_42045305.wav,I will drink wine,I will drink it tomorrow.,i will drink wine,i will drink it tomorrow,50.0,64.71
common_voice_bsk_42045312.wav,Be successful,May you prosper,be successful,may you prosper,150.0,92.31
common_voice_bsk_42045337.wav,The boy peed in his pants,The boy peed,the boy peed in his pants,the boy peed,50.0,52.0
common_voice_bsk_42045364.wav,He really loved me,He made me really happy,he really loved me,he made me really happy,100.0,88.89
common_voice_bsk_42045374.wav,Jan is standing between ammie and marry,Jan is standing between Annie and Marry,jan is standing between ammie and marry,jan is standing between annie and marry,14.29,5.13
common_voice_bsk_42045376.wav,I am guarding the livestock,I am looking after (guarding) cattle.,i am guarding the livestock,i am looking after guarding cattle,80.0,81.48
common_voice_bsk_42045377.wav,Give that pearl to her,Give her that pearl,give that pearl to her,give her that pearl,60.0,50.0
common_voice_bsk_42045395.wav,The boy peed in his pants,The boy peed his pants.,the boy peed in his pants,the boy peed his pants,16.67,12.0
common_voice_bsk_42045431.wav,"In Hunza, almost everyone has planted cherry trees",Many people in Hunza have planted cherry trees.,in hunza almost everyone has planted cherry trees,many people in hunza have planted cherry trees,62.5,46.94
common_voice_bsk_42045433.wav,Nothing,Nothing,nothing,nothing,0.0,0.0
common_voice_bsk_42045531.wav,What do we call this in burushaski,what do you call this in Burushahski?,what do we call this in burushaski,what do you call this in burushahski,28.57,11.76
common_voice_bsk_42045532.wav,My home is big,my house is big,my home is big,my house is big,25.0,14.29
common_voice_bsk_42045533.wav,How much is this?,How much is this for?,how much is this,how much is this for,25.0,25.0
common_voice_bsk_42045647.wav,he is infront/ ahead of me.,he is in front of me.,he is infront ahead of me,he is in front of me,33.33,28.0
common_voice_bsk_42045649.wav,when were you born?,when were you born,when were you born,when were you born,0.0,0.0
common_voice_bsk_42045676.wav,Hunza is before Gulmit.,hunza comes after gulmit,hunza is before gulmit,hunza comes after gulmit,50.0,40.91
common_voice_bsk_42045701.wav,How far is the city?,how far is it for the city?,how far is the city,how far is it for the city,40.0,36.84
common_voice_bsk_42045702.wav,it became like the sea.,It turned into an ocean.,it became like the sea,it turned into an ocean,80.0,72.73
common_voice_bsk_42045801.wav,the goat gave birth to twins.,The goat gave birth to twin kids.,the goat gave birth to twins,the goat gave birth to twin kids,33.33,14.29
common_voice_bsk_42045805.wav,where will you be tomorrow?,where will you be tomorrow?,where will you be tomorrow,where will you be tomorrow,0.0,0.0
common_voice_bsk_42045818.wav,you leave me alone.,leave me alone,you leave me alone,leave me alone,25.0,22.22
common_voice_bsk_42045820.wav,are you going home.,are you going home?,are you going home,are you going home,0.0,0.0
common_voice_bsk_42045827.wav,he saw that there was water flowing on the ditch.,he saw water running at a stream.,he saw that there was water flowing on the ditch,he saw water running at a stream,70.0,62.5
common_voice_bsk_42045828.wav,we got tired.,we got tired,we got tired,we got tired,0.0,0.0
common_voice_bsk_42045832.wav,i brush my teeth twice a day.,I brush my teeth twice a day.,i brush my teeth twice a day,i brush my teeth twice a day,0.0,0.0
common_voice_bsk_42045845.wav,i just ate the potatoes.,I just ate potatoes.,i just ate the potatoes,i just ate potatoes,20.0,17.39
common_voice_bsk_42045847.wav,i like bananas.,i love bananas.,i like bananas,i love bananas,33.33,14.29
common_voice_bsk_42045858.wav,we are from Hunza.,we are from Hunza.,we are from hunza,we are from hunza,0.0,0.0
common_voice_bsk_42045863.wav,they are here.,they are here,they are here,they are here,0.0,0.0
common_voice_bsk_42045864.wav,what is in the bag?,What is in this bag,what is in the bag,what is in this bag,20.0,11.11
common_voice_bsk_42045878.wav,King of Hunza gave land in Hunza Karimabad and one grandfather got married from Hunza.,the king of Hunza gave them land in Karimabad and an elderly man got married in Hunza.,king of hunza gave land in hunza karimabad and one grandfather got married from hunza,the king of hunza gave them land in karimabad and an elderly man got married in hunza,46.67,37.65
common_voice_bsk_42086654.wav,it is noon.,it has got noon.,it is noon,it has got noon,66.67,60.0
common_voice_bsk_42086670.wav,people in the past used to sit together under the moonlight when there was no electricity.,"in the winters, when there was no electricity, people used to gather.",people in the past used to sit together under the moonlight when there was no electricity,in the winters when there was no electricity people used to gather,81.25,71.91
common_voice_bsk_42086682.wav,you are mistaken here.,you are mistaken here.,you are mistaken here,you are mistaken here,0.0,0.0
common_voice_bsk_42086683.wav,i gave her a gift.,I sent a gift for him through them.,i gave her a gift,i sent a gift for him through them,120.0,147.06
common_voice_bsk_42086699.wav,give us mutton curry and vegetable curry.,give us mutton curry and vegetable curry.,give us mutton curry and vegetable curry,give us mutton curry and vegetable curry,0.0,0.0
common_voice_bsk_42086710.wav,i am drinking wine.,i am drinking wine.,i am drinking wine,i am drinking wine,0.0,0.0
common_voice_bsk_42086712.wav,fire extinguished.,the fire went out.,fire extinguished,the fire went out,150.0,82.35
common_voice_bsk_42086715.wav,they kept his name “Ashur Jar”,His name was kept Ashur Jan.,they kept his name “ashur jar”,his name was kept ashur jan,100.0,53.33
common_voice_bsk_42086718.wav,why shouldnt i eat a healthy goat rather than eating that skinny bull.,"i would not eat a healthy goat, and on top of that, eating a healthy bull.",why shouldnt i eat a healthy goat rather than eating that skinny bull,i would not eat a healthy goat and on top of that eating a healthy bull,76.92,44.93
common_voice_bsk_42086724.wav,it is a bit far from here.,it is a bit far from here.,it is a bit far from here,it is a bit far from here,0.0,0.0
common_voice_bsk_42086740.wav,I will be going.,i am about to leave.,i will be going,i am about to leave,100.0,100.0
common_voice_bsk_42086741.wav,the bird complained to the wind.,the wind complained to the bird.,the bird complained to the wind,the wind complained to the bird,33.33,12.9
common_voice_bsk_42086747.wav,bananas are good.,The bananas are good.,bananas are good,the bananas are good,33.33,25.0
common_voice_bsk_42086756.wav,he moved away.,He moved.,he moved away,he moved,33.33,38.46
