filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
common_voice_bsk_42045374.wav,Jan is standing between ammie and marry,Jan is standing between Ammy and Mary.,jan is standing between ammie and marry,jan is standing between ammy and mary,28.57,7.69
common_voice_bsk_42045376.wav,I am guarding the livestock,I am sitting on a chair.,i am guarding the livestock,i am sitting on a chair,80.0,62.96
common_voice_bsk_42045377.wav,Give that pearl to her,Give her that pearl.,give that pearl to her,give her that pearl,60.0,50.0
common_voice_bsk_42045395.wav,The boy peed in his pants,The boy became very cold.,the boy peed in his pants,the boy became very cold,66.67,60.0
common_voice_bsk_42045431.wav,"In Hunza, almost everyone has planted cherry trees",They have given us enough food to eat.,in hunza almost everyone has planted cherry trees,they have given us enough food to eat,100.0,77.55
common_voice_bsk_42045433.wav,Nothing,Nothing.,nothing,nothing,0.0,0.0
common_voice_bsk_42045531.wav,What do we call this in burushaski,What do you call this in Burushahski?,what do we call this in burushaski,what do you call this in burushahski,28.57,11.76
common_voice_bsk_42045532.wav,My home is big,I have a daughter.,my home is big,i have a daughter,100.0,92.86
common_voice_bsk_42045533.wav,How much is this?,How much is this for?,how much is this,how much is this for,25.0,25.0
common_voice_bsk_42045647.wav,he is infront/ ahead of me.,He is my brother.,he is infront ahead of me,he is my brother,66.67,60.0
common_voice_bsk_42045649.wav,when were you born?,When did you come?,when were you born,when did you come,50.0,38.89
common_voice_bsk_42045676.wav,Hunza is before Gulmit.,It is beyond the Hunza river.,hunza is before gulmit,it is beyond the hunza river,125.0,90.91
common_voice_bsk_42045701.wav,How far is the city?,How far is it to the city?,how far is the city,how far is it to the city,40.0,31.58
common_voice_bsk_42045702.wav,it became like the sea.,It turned into an ocean.,it became like the sea,it turned into an ocean,80.0,72.73
common_voice_bsk_42045801.wav,the goat gave birth to twins.,The goat has given birth to twins.,the goat gave birth to twins,the goat has given birth to twins,33.33,21.43
common_voice_bsk_42045805.wav,where will you be tomorrow?,Where will we meet tomorrow?,where will you be tomorrow,where will we meet tomorrow,40.0,23.08
common_voice_bsk_42045818.wav,you leave me alone.,Leave me alone.,you leave me alone,leave me alone,25.0,22.22
common_voice_bsk_42045820.wav,are you going home.,Are you going home?,are you going home,are you going home,0.0,0.0
common_voice_bsk_42045827.wav,he saw that there was water flowing on the ditch.,He saw a bird flying in the sky.,he saw that there was water flowing on the ditch,he saw a bird flying in the sky,70.0,52.08
common_voice_bsk_42045828.wav,we got tired.,We are women.,we got tired,we are women,66.67,58.33
common_voice_bsk_42045832.wav,i brush my teeth twice a day.,I brush my teeth twice a day.,i brush my teeth twice a day,i brush my teeth twice a day,0.0,0.0
common_voice_bsk_42045845.wav,i just ate the potatoes.,I ate a lot of potatoes.,i just ate the potatoes,i ate a lot of potatoes,80.0,43.48
common_voice_bsk_42045847.wav,i like bananas.,I like bananas.,i like bananas,i like bananas,0.0,0.0
common_voice_bsk_42045858.wav,we are from Hunza.,We are from Hunza.,we are from hunza,we are from hunza,0.0,0.0
common_voice_bsk_42045863.wav,they are here.,they are here.,they are here,they are here,0.0,0.0
common_voice_bsk_42045864.wav,what is in the bag?,What is in this bag?,what is in the bag,what is in this bag,20.0,11.11
common_voice_bsk_42045878.wav,King of Hunza gave land in Hunza Karimabad and one grandfather got married from Hunza.,"Hunza built a house near Hunza Karimabad, and a grandfather built a house near Hunza.",king of hunza gave land in hunza karimabad and one grandfather got married from hunza,hunza built a house near hunza karimabad and a grandfather built a house near hunza,73.33,45.88
common_voice_bsk_42086654.wav,it is noon.,It is noon.,it is noon,it is noon,0.0,0.0
common_voice_bsk_42086670.wav,people in the past used to sit together under the moonlight when there was no electricity.,"In winter, the electricity bill will be used for the winter.",people in the past used to sit together under the moonlight when there was no electricity,in winter the electricity bill will be used for the winter,87.5,74.16
common_voice_bsk_42086682.wav,you are mistaken here.,You are mistaken here.,you are mistaken here,you are mistaken here,0.0,0.0
common_voice_bsk_42086683.wav,i gave her a gift.,I made him cry.,i gave her a gift,i made him cry,80.0,58.82
common_voice_bsk_42086699.wav,give us mutton curry and vegetable curry.,There are five kinds of meat.,give us mutton curry and vegetable curry,there are five kinds of meat,100.0,85.0
common_voice_bsk_42086710.wav,i am drinking wine.,I will drink wine.,i am drinking wine,i will drink wine,50.0,38.89
common_voice_bsk_42086712.wav,fire extinguished.,The fire went out.,fire extinguished,the fire went out,150.0,82.35
common_voice_bsk_42086715.wav,they kept his name “Ashur Jar”,He (not here) saw a man.,they kept his name “ashur jar”,he not here saw a man,100.0,63.33
common_voice_bsk_42086718.wav,why shouldnt i eat a healthy goat rather than eating that skinny bull.,I will eat that donkey from behind that will eat that kurat and will eat that horse.,why shouldnt i eat a healthy goat rather than eating that skinny bull,i will eat that donkey from behind that will eat that kurat and will eat that horse,123.08,88.41
common_voice_bsk_42086724.wav,it is a bit far from here.,It is a bit far from here.,it is a bit far from here,it is a bit far from here,0.0,0.0
common_voice_bsk_42086740.wav,I will be going.,I am going to sleep.,i will be going,i am going to sleep,100.0,93.33
common_voice_bsk_42086741.wav,the bird complained to the wind.,The wind complained to the bird.,the bird complained to the wind,the wind complained to the bird,33.33,12.9
common_voice_bsk_42086747.wav,bananas are good.,bananas are good.,bananas are good,bananas are good,0.0,0.0
common_voice_bsk_42086756.wav,he moved away.,He went away.,he moved away,he went away,33.33,38.46
common_voice_bsk_42086887.wav,you ask questions from them.,They ask a question from them.,you ask questions from them,they ask a question from them,60.0,25.93
common_voice_bsk_42086888.wav,it is the story of Wind Horse and the Ghost.,This is a wooden door.,it is the story of wind horse and the ghost,this is a wooden door,90.0,69.77
common_voice_bsk_42086921.wav,you came.,Come here.,you came,come here,100.0,75.0
common_voice_bsk_42086947.wav,we were gone until he arrived.,He came early.,we were gone until he arrived,he came early,100.0,75.86
common_voice_bsk_42086972.wav,she is my wife.,This is my dress.,she is my wife,this is my dress,50.0,57.14
common_voice_bsk_42086986.wav,"yes, i can understand it a little.","Yes, I understand a little.",yes i can understand it a little,yes i understand a little,28.57,21.88
common_voice_bsk_42086989.wav,ask a question from her.,She is asking a question from you.,ask a question from her,she is asking a question from you,80.0,56.52
common_voice_bsk_42087500.wav,are you tired?,Are you tired?,are you tired,are you tired,0.0,0.0
common_voice_bsk_42093967.wav,there is a small table next to the bed.,This small table is for bed.,there is a small table next to the bed,this small table is for bed,66.67,39.47
common_voice_bsk_42095475.wav,the flowers bloomed.,The smell of the horse made the smell of the horse go away.,the flowers bloomed,the smell of the horse made the smell of the horse go away,400.0,231.58
common_voice_bsk_42095486.wav,do you understand english?,Do you understand English?,do you understand english,do you understand english,0.0,0.0
common_voice_bsk_42095496.wav,all of you go.,All of you leave.,all of you go,all of you leave,25.0,38.46
common_voice_bsk_42095498.wav,drop me right here.,Do you sleep here?,drop me right here,do you sleep here,75.0,55.56
common_voice_bsk_42095543.wav,she shouted at me,She shouted at me.,she shouted at me,she shouted at me,0.0,0.0
common_voice_bsk_42095553.wav,i walked this road before.,I have walked this road before.,i walked this road before,i have walked this road before,20.0,20.0
common_voice_bsk_42095554.wav,please sit down.,Sit down.,please sit down,sit down,33.33,46.67
common_voice_bsk_42095613.wav,there are 3 men.,They are three men.,there are 3 men,they are three men,50.0,46.67
common_voice_bsk_42095620.wav,Drinking like the wolf and the sheep.,Like a wolf running around in the woods.,drinking like the wolf and the sheep,like a wolf running around in the woods,85.71,80.56
common_voice_bsk_42095622.wav,it is 1 o’clock.,It is near.,it is 1 o’clock,it is near,50.0,60.0
common_voice_bsk_42095627.wav,wash your hands.,"Marine, get washed.",wash your hands,marine get washed,100.0,93.33
common_voice_bsk_42095638.wav,i left home.,I left the house.,i left home,i left the house,66.67,54.55
common_voice_bsk_42095641.wav,he used to play guitar really good and used to recite farsi and burushaski devotional poems.,He was a prince in the old days and was good at horse riding.,he used to play guitar really good and used to recite farsi and burushaski devotional poems,he was a prince in the old days and was good at horse riding,93.75,70.33
common_voice_bsk_42095645.wav,"it is  dawn, wake up.",The day is over.,it is dawn wake up,the day is over,100.0,72.22
common_voice_bsk_42095646.wav,may you succeed.,May you succeed.,may you succeed,may you succeed,0.0,0.0
common_voice_bsk_42095649.wav,it is from right there.,It is that way.,it is from right there,it is that way,60.0,63.64
common_voice_bsk_42095653.wav,Run thrice around the house.,The horse ran and ran.,run thrice around the house,the horse ran and ran,100.0,70.37
common_voice_bsk_42095654.wav,come now.,You are late.,come now,you are late,150.0,112.5
common_voice_bsk_42095671.wav,move away from the fire.,Stay away from fire.,move away from the fire,stay away from fire,40.0,34.78
common_voice_bsk_42095675.wav,how much money do you have?,How much money do you have?,how much money do you have,how much money do you have,0.0,0.0
common_voice_bsk_42095693.wav,The cat did not eat the mouse.,The cat did not eat the mouse.,the cat did not eat the mouse,the cat did not eat the mouse,0.0,0.0
common_voice_bsk_42095694.wav,It’s scorching hot.,He gave up.,it’s scorching hot,he gave up,100.0,88.89
common_voice_bsk_42095703.wav,What are you saying?,What do you see?,what are you saying,what do you see,50.0,42.11
common_voice_bsk_42095707.wav,When do you close the shop?,When will you open the shop?,when do you close the shop,when will you open the shop,33.33,30.77
common_voice_bsk_42095711.wav,This coat does not suit me.,This coat suits me.,this coat does not suit me,this coat suits me,50.0,38.46
common_voice_bsk_42095713.wav,Your brother kisses you.,You are dressed well.,your brother kisses you,you are dressed well,100.0,60.87
common_voice_bsk_42095714.wav,Did you have a,Did you make a decision father?,did you have a,did you make a decision father,75.0,128.57
common_voice_bsk_42095725.wav,Everyday their parents dropped them off at school.,"Every day, my mother and father used to walk together.",everyday their parents dropped them off at school,every day my mother and father used to walk together,125.0,69.39
common_voice_bsk_42095744.wav,Where did you go yesterday?,Where did you go yesterday?,where did you go yesterday,where did you go yesterday,0.0,0.0
common_voice_bsk_42095761.wav,It’s too far from here till there.,It is so far from here.,it’s too far from here till there,it is so far from here,71.43,45.45
common_voice_bsk_42095778.wav,Where do we wash our hands?,where is the place to wash our hands.,where do we wash our hands,where is the place to wash our hands,66.67,50.0
common_voice_bsk_42095781.wav,"Or else here in Hunza, children love their paternal grandparents more than their mothers.",They are more skilled at making soup than in the old days.,or else here in hunza children love their paternal grandparents more than their mothers,they are more skilled at making soup than in the old days,100.0,71.26
common_voice_bsk_42095789.wav,Open your eyes!,The old lady made the fire burn.,open your eyes,the old lady made the fire burn,233.33,178.57
common_voice_bsk_42095799.wav,It rained quite a lot.,It rained a lot.,it rained quite a lot,it rained a lot,20.0,28.57
common_voice_bsk_42095807.wav,The sky is rumbling.,The sky is cloudy.,the sky is rumbling,the sky is cloudy,25.0,42.11
common_voice_bsk_42095822.wav,Is your family doing well?,Are your children good?,is your family doing well,are your children good,80.0,60.0
